投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
2,ストレート,145km/h,ボール,上沢 直之,佐藤 都志也,0-2,●
3,フォーク,141km/h,見逃し,上沢 直之,佐藤 都志也,0-2,●
4,ストレート,146km/h,ファウル,上沢 直之,佐藤 都志也,0-2,●
5,ストレート,145km/h,空三振  [ハーフスイング],上沢 直之,佐藤 都志也,0-2,●
1,ストレート,147km/h,見逃し,上沢 直之,安田 尚憲,0-2,●●
2,ストレート,147km/h,ファウル,上沢 直之,安田 尚憲,0-2,●●
3,ストレート,147km/h,ファウル,上沢 直之,安田 尚憲,0-2,●●
4,ストレート,146km/h,空三振,上沢 直之,安田 尚憲,0-2,●●
1,カットボール,143km/h,見逃し,上沢 直之,髙部 瑛斗,0-2,●●
2,ストレート,146km/h,ファウル,上沢 直之,髙部 瑛斗,0-2,●●
3,ストレート,146km/h,ボール,上沢 直之,髙部 瑛斗,0-2,●●
4,ストレート,148km/h,ファウル,上沢 直之,髙部 瑛斗,0-2,●●
5,チェンジアップ,129km/h,ボール,上沢 直之,髙部 瑛斗,0-2,●●
6,ストレート,146km/h,ファウル,上沢 直之,髙部 瑛斗,0-2,●●
7,スライダー,132km/h,ファウル,上沢 直之,髙部 瑛斗,0-2,●●
8,ナックルカーブ,118km/h,右安,上沢 直之,髙部 瑛斗,0-2,●●
1,ストレート,146km/h,ボール,上沢 直之,エチェバリア,0-2,●●●
1,ストレート,139km/h,ボール,二木 康太,アルカンタラ,0-3,
2,ストレート,140km/h,見逃し,二木 康太,アルカンタラ,0-3,
3,フォーク,129km/h,ボール,二木 康太,アルカンタラ,0-3,
4,ストレート,138km/h,右中本,二木 康太,アルカンタラ,0-3,
1,スライダー,124km/h,見逃し,二木 康太,石井 一成,0-3,●
2,ストレート,141km/h,ボール,二木 康太,石井 一成,0-3,●
3,スライダー,124km/h,ボール  [ワンバウンド],二木 康太,石井 一成,0-3,●
4,スライダー,120km/h,空振り,二木 康太,石井 一成,0-3,●
5,フォーク,129km/h,ファウル,二木 康太,石井 一成,0-3,●
6,スライダー,124km/h,二ゴロ,二木 康太,石井 一成,0-3,●
1,ストレート,142km/h,ボール,二木 康太,淺間 大基,0-3,●●
2,スライダー,120km/h,左飛,二木 康太,淺間 大基,0-3,●●
1,カーブ,107km/h,見逃し,二木 康太,松本 剛,0-3,●●
2,ストレート,140km/h,ボール,二木 康太,松本 剛,0-3,●●
3,カーブ,107km/h,右安  [バットの先、ポテンヒット],二木 康太,松本 剛,0-3,●●
1,ストレート,144km/h,見逃し,二木 康太,清宮 幸太郎,0-3,●●●
2,ストレート,143km/h,ボール,二木 康太,清宮 幸太郎,0-3,●●●
3,スライダー,126km/h,左飛,二木 康太,清宮 幸太郎,0-3,●●●
1,ナックルカーブ,115km/h,三失  [逆シングル],上沢 直之,エチェバリア,0-3,
1,カットボール,140km/h,見逃し,上沢 直之,荻野 貴司,0-3,●
2,ツーシーム,141km/h,ボール,上沢 直之,荻野 貴司,0-3,●
3,ストレート,143km/h,遊ゴロ  [ランエンドヒット、逆をつかれる],上沢 直之,荻野 貴司,0-3,●
1,カットボール,139km/h,ボール,上沢 直之,マーティン,0-3,●●
2,ストレート,145km/h,空振り  [ハーフスイング],上沢 直之,マーティン,0-3,●●
3,ストレート,145km/h,ボール,上沢 直之,マーティン,0-3,●●
4,ナックルカーブ,116km/h,ボール,上沢 直之,マーティン,0-3,●●
5,ストレート,146km/h,捕邪飛  [高々と舞い上がる],上沢 直之,マーティン,0-3,●●
1,カットボール,142km/h,ボール,上沢 直之,中村 奨吾,0-3,●●●
2,ストレート,146km/h,ボール,上沢 直之,中村 奨吾,0-3,●●●
3,カットボール,143km/h,見逃し,上沢 直之,中村 奨吾,0-3,●●●
4,カットボール,141km/h,左飛,上沢 直之,中村 奨吾,0-3,●●●
1,スライダー,123km/h,中２  [フェンス直撃],二木 康太,野村 佑希,0-3,
1,ストレート,141km/h,捕邪飛  [スライディングキャッチ、好プレイ],二木 康太,万波 中正,0-3,●
1,ストレート,142km/h,ボール,二木 康太,ヌニエス,0-3,●●
2,ストレート,139km/h,ボール,二木 康太,ヌニエス,0-3,●●
3,スライダー,121km/h,見逃し,二木 康太,ヌニエス,0-3,●●
4,ストレート,140km/h,見逃し,二木 康太,ヌニエス,0-3,●●
5,ストレート,142km/h,見三振  [構えたところにズバリ、全く反応できず],二木 康太,ヌニエス,0-3,●●
1,フォーク,127km/h,右安  [レーザービーム、好プレイ],二木 康太,宇佐見 真吾,0-3,●●●
1,スライダー,128km/h,見逃し,上沢 直之,山口 航輝,0-3,●
2,フォーク,138km/h,空振り,上沢 直之,山口 航輝,0-3,●
3,フォーク,141km/h,ボール  [ワンバウンド],上沢 直之,山口 航輝,0-3,●
4,ツーシーム,142km/h,三ゴロ  [詰り、ライン際、間一髪],上沢 直之,山口 航輝,0-3,●
1,ナックルカーブ,117km/h,ボール  [打者のけぞる],上沢 直之,レアード,0-3,●●
2,スライダー,129km/h,三ゴロ,上沢 直之,レアード,0-3,●●
1,ストレート,146km/h,見逃し,上沢 直之,佐藤 都志也,0-3,●●●
2,チェンジアップ,130km/h,左飛,上沢 直之,佐藤 都志也,0-3,●●●
1,カーブ,104km/h,ボール,二木 康太,アルカンタラ,0-3,
2,スライダー,123km/h,ボール  [ワンバウンド],二木 康太,アルカンタラ,0-3,
3,スライダー,126km/h,ファウル,二木 康太,アルカンタラ,0-3,
4,ストレート,140km/h,ボール,二木 康太,アルカンタラ,0-3,
5,スライダー,119km/h,四球,二木 康太,アルカンタラ,0-3,
1,ストレート,141km/h,一ゴロ  [ランエンドヒット],二木 康太,石井 一成,0-3,●
1,ストレート,147km/h,ボール,小沼 健太,淺間 大基,0-4,●
2,ストレート,148km/h,見逃し,小沼 健太,淺間 大基,0-4,●
3,カーブ,116km/h,見逃し,小沼 健太,淺間 大基,0-4,●
4,フォーク,135km/h,ボール  [ワンバウンド],小沼 健太,淺間 大基,0-4,●
5,ストレート,146km/h,中安  [詰り],小沼 健太,淺間 大基,0-4,●
1,ストレート,147km/h,ファウル,小沼 健太,松本 剛,0-4,●●
2,ストレート,146km/h,ボール  [セーフティバント、バント構え],小沼 健太,松本 剛,0-4,●●
3,カーブ,117km/h,見逃し,小沼 健太,松本 剛,0-4,●●
4,ストレート,147km/h,ボール,小沼 健太,松本 剛,0-4,●●
5,ストレート,148km/h,ボール,小沼 健太,松本 剛,0-4,●●
1,ストレート,147km/h,ファウル,小沼 健太,松本 剛,0-4,●●
2,ストレート,146km/h,ボール  [セーフティバント、バント構え],小沼 健太,松本 剛,0-4,●●
3,カーブ,117km/h,見逃し,小沼 健太,松本 剛,0-4,●●
4,ストレート,147km/h,ボール,小沼 健太,松本 剛,0-4,●●
5,ストレート,148km/h,ボール,小沼 健太,松本 剛,0-4,●●
6,フォーク,141km/h,四球,小沼 健太,松本 剛,0-4,●●
1,カーブ,116km/h,ボール  [リプレー検証後判定変わらず],小沼 健太,清宮 幸太郎,0-4,●●●
1,ストレート,143km/h,見逃し,上沢 直之,安田 尚憲,0-4,●
2,フォーク,137km/h,空振り,上沢 直之,安田 尚憲,0-4,●
3,フォーク,139km/h,見三振,上沢 直之,安田 尚憲,0-4,●
1,カットボール,139km/h,ボール,上沢 直之,髙部 瑛斗,0-4,●
2,ストレート,142km/h,ファウル,上沢 直之,髙部 瑛斗,0-4,●
3,ストレート,143km/h,三安  [セーフティバント、バントヒット、送球がバウンド],上沢 直之,髙部 瑛斗,0-4,●
1,ストレート,142km/h,二飛,上沢 直之,エチェバリア,0-4,●●
1,カットボール,137km/h,空振り,本前 郁也,清宮 幸太郎,0-4,●
2,スライダー,118km/h,ボール,本前 郁也,清宮 幸太郎,0-4,●
3,ストレート,146km/h,三邪飛,本前 郁也,清宮 幸太郎,0-4,●
1,ツーシーム,140km/h,ボール,本前 郁也,野村 佑希,0-4,●●
2,ツーシーム,137km/h,ボール,本前 郁也,野村 佑希,0-4,●●
3,カットボール,134km/h,ファウル  [捕手悶絶],本前 郁也,野村 佑希,0-4,●●
4,ツーシーム,136km/h,ボール,本前 郁也,野村 佑希,0-4,●●
5,カットボール,135km/h,見逃し  [一塁へ歩きかける],本前 郁也,野村 佑希,0-4,●●
6,ストレート,146km/h,ファウル,本前 郁也,野村 佑希,0-4,●●
7,カットボール,134km/h,二飛  [詰り],本前 郁也,野村 佑希,0-4,●●
1,ストレート,144km/h,ボール,本前 郁也,万波 中正,0-4,●●
2,チェンジアップ,132km/h,ボール  [ワンバウンド],本前 郁也,万波 中正,0-4,●●
3,ツーシーム,135km/h,ボール,本前 郁也,万波 中正,0-4,●●
4,ストレート,147km/h,ファウル,本前 郁也,万波 中正,0-4,●●
5,ストレート,146km/h,四球,本前 郁也,万波 中正,0-4,●●
1,ストレート,144km/h,見逃し,本前 郁也,ヌニエス,0-4,●●●
2,ストレート,143km/h,ファウル  [止めたバットに当たる],本前 郁也,ヌニエス,0-4,●●●
3,チェンジアップ,132km/h,ボール  [ワンバウンド],本前 郁也,ヌニエス,0-4,●●●
4,ストレート,144km/h,空三振,本前 郁也,ヌニエス,0-4,●●●
1,カットボール,139km/h,見逃し,上沢 直之,荻野 貴司,0-4,
2,ストレート,145km/h,ファウル,上沢 直之,荻野 貴司,0-4,
3,ストレート,144km/h,ボール,上沢 直之,荻野 貴司,0-4,
4,フォーク,136km/h,ファウル,上沢 直之,荻野 貴司,0-4,
5,チェンジアップ,128km/h,ボール,上沢 直之,荻野 貴司,0-4,
6,ツーシーム,139km/h,ボール,上沢 直之,荻野 貴司,0-4,
7,ツーシーム,141km/h,四球  [苦笑い],上沢 直之,荻野 貴司,0-4,
1,カットボール,141km/h,ボール,上沢 直之,マーティン,0-4,●●
2,ナックルカーブ,114km/h,見逃し,上沢 直之,マーティン,0-4,●●
3,ナックルカーブ,115km/h,ボール,上沢 直之,マーティン,0-4,●●
4,カットボール,138km/h,ファウル,上沢 直之,マーティン,0-4,●●
5,フォーク,138km/h,ファウル,上沢 直之,マーティン,0-4,●●
6,ツーシーム,146km/h,ファウル,上沢 直之,マーティン,0-4,●●
7,ストレート,146km/h,ボール,上沢 直之,マーティン,0-4,●●
8,チェンジアップ,129km/h,一直  [ランエンドヒット],上沢 直之,マーティン,0-4,●●
1,ツーシーム,142km/h,ボール  [打者のけぞる],上沢 直之,中村 奨吾,0-4,●●●
2,ストレート,145km/h,見逃し,上沢 直之,中村 奨吾,0-4,●●●
3,チェンジアップ,126km/h,ファウル,上沢 直之,中村 奨吾,0-4,●●●
4,フォーク,140km/h,ボール  [ワンバウンド],上沢 直之,中村 奨吾,0-4,●●●
5,カットボール,127km/h,空三振  [ハーフスイング],上沢 直之,中村 奨吾,0-4,●●●
1,ストレート,142km/h,ボール,本前 郁也,宇佐見 真吾,0-4,●
2,カットボール,133km/h,見逃し,本前 郁也,宇佐見 真吾,0-4,●
3,カットボール,136km/h,ボール,本前 郁也,宇佐見 真吾,0-4,●
4,ストレート,144km/h,遊ゴロ,本前 郁也,宇佐見 真吾,0-4,●
1,ストレート,142km/h,ボール,本前 郁也,アルカンタラ,0-4,●●
2,ツーシーム,137km/h,右安  [フェンス直撃、レーザービーム、好プレイ],本前 郁也,アルカンタラ,0-4,●●
1,カーブ,118km/h,見逃し,本前 郁也,石井 一成,0-4,●●●
2,カーブ,118km/h,見逃し,本前 郁也,石井 一成,0-4,●●●
3,チェンジアップ,136km/h,空三振  [ワンバウンド],本前 郁也,石井 一成,0-4,●●●
1,カットボール,141km/h,ファウル,上沢 直之,山口 航輝,0-4,●
2,ナックルカーブ,116km/h,ボール,上沢 直之,山口 航輝,0-4,●
3,ツーシーム,140km/h,ファウル,上沢 直之,山口 航輝,0-4,●
4,チェンジアップ,123km/h,空三振  [バットすっぽ抜ける],上沢 直之,山口 航輝,0-4,●
1,ナックルカーブ,112km/h,ボール  [ワンバウンド],上沢 直之,レアード,0-4,●
2,ツーシーム,138km/h,ボール,上沢 直之,レアード,0-4,●
3,スライダー,128km/h,見逃し,上沢 直之,レアード,0-4,●
4,チェンジアップ,128km/h,ボール,上沢 直之,レアード,0-4,●
5,ストレート,144km/h,ファウル,上沢 直之,レアード,0-4,●
6,チェンジアップ,131km/h,三失,上沢 直之,レアード,0-4,●
1,カットボール,141km/h,ボール,上沢 直之,佐藤 都志也,0-4,●●
2,ツーシーム,140km/h,ボール,上沢 直之,佐藤 都志也,0-4,●●
3,ツーシーム,141km/h,見逃し,上沢 直之,佐藤 都志也,0-4,●●
4,ツーシーム,144km/h,左飛,上沢 直之,佐藤 都志也,0-4,●●
1,チェンジアップ,128km/h,空振り,上沢 直之,安田 尚憲,0-4,●●●
2,ストレート,147km/h,左飛  [ジャンピングキャッチ、好プレイ],上沢 直之,安田 尚憲,0-4,●●●
1,カットボール,134km/h,ボール,本前 郁也,淺間 大基,0-4,●
2,カットボール,130km/h,ファウル,本前 郁也,淺間 大基,0-4,●
3,カーブ,117km/h,中飛  [バットの先],本前 郁也,淺間 大基,0-4,●
1,チェンジアップ,132km/h,ボール,本前 郁也,松本 剛,0-4,●
2,ストレート,145km/h,見逃し,本前 郁也,松本 剛,0-4,●
3,スライダー,131km/h,空振り,本前 郁也,松本 剛,0-4,●
4,ストレート,144km/h,遊安  [詰り、送球できず],本前 郁也,松本 剛,0-4,●
1,ストレート,142km/h,見逃し,本前 郁也,清宮 幸太郎,0-4,●●
2,カットボール,132km/h,空振り,本前 郁也,清宮 幸太郎,0-4,●●
3,ストレート,141km/h,ボール,本前 郁也,清宮 幸太郎,0-4,●●
4,カットボール,133km/h,空三振  [ワンバウンド],本前 郁也,清宮 幸太郎,0-4,●●
1,ストレート,143km/h,ボール,本前 郁也,野村 佑希,0-4,●●
2,スライダー,130km/h,空振り,本前 郁也,野村 佑希,0-4,●●
3,カットボール,133km/h,ボール  [ワンバウンド],本前 郁也,野村 佑希,0-4,●●
4,ツーシーム,135km/h,ボール,本前 郁也,野村 佑希,0-4,●●
5,カットボール,132km/h,ファウル,本前 郁也,野村 佑希,0-4,●●
6,ストレート,146km/h,四球,本前 郁也,野村 佑希,0-4,●●
1,ストレート,144km/h,ボール,本前 郁也,万波 中正,0-4,●●●
2,ストレート,143km/h,見逃し,本前 郁也,万波 中正,0-4,●●●
3,ツーシーム,130km/h,空振り,本前 郁也,万波 中正,0-4,●●●
4,チェンジアップ,132km/h,ファウル,本前 郁也,万波 中正,0-4,●●●
5,ストレート,144km/h,ボール,本前 郁也,万波 中正,0-4,●●●
6,カットボール,134km/h,空三振,本前 郁也,万波 中正,0-4,●●●
1,ストレート,146km/h,右安,石川 直也,髙部 瑛斗,0-4,
1,ストレート,147km/h,見逃し,石川 直也,角中 勝也,0-4,
2,ナックルカーブ,122km/h,ボール,石川 直也,角中 勝也,0-4,
3,ストレート,147km/h,ボール,石川 直也,角中 勝也,0-4,
4,ストレート,147km/h,右安,石川 直也,角中 勝也,0-4,
1,フォーク,135km/h,空振り  [ワンバウンド],石川 直也,荻野 貴司,1-4,
2,フォーク,134km/h,左２  [ライン際],石川 直也,荻野 貴司,1-4,
1,フォーク,135km/h,ボール  [ワンバウンド],石川 直也,マーティン,1-4,●
2,ナックルカーブ,122km/h,見逃し,石川 直也,マーティン,1-4,●
3,フォーク,133km/h,ファウル,石川 直也,マーティン,1-4,●
4,フォーク,133km/h,ボール  [ワンバウンド],石川 直也,マーティン,1-4,●
5,ストレート,148km/h,見三振  [構えたところにズバリ],石川 直也,マーティン,1-4,●
1,ストレート,147km/h,ボール,石川 直也,中村 奨吾,2-4,●●
2,ナックルカーブ,123km/h,見逃し,石川 直也,中村 奨吾,2-4,●●
3,フォーク,135km/h,左犠飛  [ジャンピングキャッチ、フェンス激突、好プレイ],石川 直也,中村 奨吾,2-4,●●
1,フォーク,133km/h,ファウル,石川 直也,山口 航輝,2-4,●●●
2,ストレート,148km/h,ボール,石川 直也,山口 航輝,2-4,●●●
3,ナックルカーブ,123km/h,見逃し,石川 直也,山口 航輝,2-4,●●●
4,フォーク,135km/h,ボール  [ワンバウンド],石川 直也,山口 航輝,2-4,●●●
5,フォーク,135km/h,空三振  [ワンバウンド],石川 直也,山口 航輝,2-4,●●●
1,カーブ,114km/h,ボール,本前 郁也,郡 拓也,2-4,●
2,カーブ,116km/h,遊ゴロ,本前 郁也,郡 拓也,2-4,●
1,カットボール,132km/h,ファウル,本前 郁也,宇佐見 真吾,2-4,●
2,ストレート,144km/h,ボール,本前 郁也,宇佐見 真吾,2-4,●
3,ストレート,145km/h,ボール,本前 郁也,宇佐見 真吾,2-4,●
4,ストレート,145km/h,ファウル,本前 郁也,宇佐見 真吾,2-4,●
5,カットボール,130km/h,左安,本前 郁也,宇佐見 真吾,2-4,●
1,ストレート,143km/h,見逃し,本前 郁也,谷内 亮太,2-4,●●
2,ストレート,142km/h,ボール,本前 郁也,谷内 亮太,2-4,●●
